Collection,Dialect,Record,Concept,XPath,Content
OLI,ISO,oli_aeri.xml,Address,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:deliveryPoint//*,"1 Bethel Valley Rd"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > surface meteorology > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > upper air state > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > upper air state > Atmospheric temperature"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Radiometric > longwave spectral > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > surface meteorology > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > upper air state > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > surface meteorology > Atmospheric temperature"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Radiometric > longwave spectral > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > surface meteorology > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > upper air state > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Ancillary Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Radiometric > longwave spectral > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Bounding Box,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox//*,""
OLI,ISO,oli_aeri.xml,Bounding Box,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox//*,""
OLI,ISO,oli_aeri.xml,Bounding Box,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox//*,""
OLI,ISO,oli_aeri.xml,Bounding Box,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox//*,""
OLI,ISO,oli_aeri.xml,Bounding Box,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox//*,""
OLI,ISO,oli_aeri.xml,Bounding Box,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox//*,""
OLI,ISO,oli_aeri.xml,Bounding Box,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox//*,""
OLI,ISO,oli_aeri.xml,Bounding Box,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox//*,""
OLI,ISO,oli_aeri.xml,Cited Resource Title,//gmd:CI_Citation/gmd:title//*,"ARM aeri:"
OLI,ISO,oli_aeri.xml,Cited Resource Title,//gmd:CI_Citation/gmd:title//*,"IASOA Vocabulary"
OLI,ISO,oli_aeri.xml,City,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:city//*,"Richland"
OLI,ISO,oli_aeri.xml,City,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:city//*,"Richland"
OLI,ISO,oli_aeri.xml,City,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:city//*,"Richland"
OLI,ISO,oli_aeri.xml,City,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:city//*,"Madison"
OLI,ISO,oli_aeri.xml,City,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:city//*,"Madison"
OLI,ISO,oli_aeri.xml,City,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:city//*,"Madison"
OLI,ISO,oli_aeri.xml,City,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:city//*,"Oak Ridge"
OLI,ISO,oli_aeri.xml,Common Data Model Datatype,/*/gmd:identificationInfo/*/gmd:spatialRepresentationType/gmd:MD_SpatialRepresentationTypeCode,"textTable"
OLI,ISO,oli_aeri.xml,Country,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:country//*,"United States"
OLI,ISO,oli_aeri.xml,Country,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:country//*,"US"
OLI,ISO,oli_aeri.xml,Country,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:country//*,"US"
OLI,ISO,oli_aeri.xml,Country,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:country//*,"United States"
OLI,ISO,oli_aeri.xml,Country,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:country//*,"US"
OLI,ISO,oli_aeri.xml,Country,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:country//*,"US"
OLI,ISO,oli_aeri.xml,Country,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:country//*,"United States of America"
OLI,ISO,oli_aeri.xml,Coverage Content Type,/*/gmd:contentInfo/gmd:MD_CoverageDescription/gmd:contentType/gmd:MD_CoverageContentTypeCode,"referenceInformation"
OLI,ISO,oli_aeri.xml,Data Quality Scope,/*/gmd:dataQualityInfo/gmd:DQ_DataQuality/gmd:scope/gmd:DQ_Scope/gmd:level/gmd:MD_ScopeCode,"series"
OLI,ISO,oli_aeri.xml,Distribution Contact,/*/gmd:distributionInfo/gmd:MD_Distribution/gmd:distributor/gmd:MD_Distributor/gmd:distributorContact/gmd:CI_ResponsibleParty,"ARM Archive User Services distributor 1 Bethel Valley Rd Oak Ridge Tennessee 37831 United States of America armarchive@ornl.gov http://www.arm.gov ARM Archive User Services Data collected through the routine operations and scientific field experiments of the ARM Climate Research Facility are stored at and distributed through the Archive. These data are available free of charge to the public and can be acc essed through any of the interfaces below. Upon selection of an interface, a new window will ask you to sign in, or, if not already registered with the Archive, to complete the free and easy registration process. order"
OLI,ISO,oli_aeri.xml,Distribution Contact,//gmd:distributorContact/gmd:CI_ResponsibleParty,"ARM Archive User Services distributor 1 Bethel Valley Rd Oak Ridge Tennessee 37831 United States of America armarchive@ornl.gov http://www.arm.gov ARM Archive User Services Data collected through the routine operations and scientific field experiments of the ARM Climate Research Facility are stored at and distributed through the Archive. These data are available free of charge to the public and can be acc essed through any of the interfaces below. Upon selection of an interface, a new window will ask you to sign in, or, if not already registered with the Archive, to complete the free and easy registration process. order"
OLI,ISO,oli_aeri.xml,Distribution Format,/*/gmd:distributionInfo/gmd:MD_Distribution/gmd:distributionFormat/gmd:MD_Format/gmd:name//*,"netCDF"
OLI,ISO,oli_aeri.xml,Easternmost Longitude,/*/gmd:identificationInfo/*/gmd:extent/gmd:EX_Extent/gmd:geographicElement/gmd:EX_GeographicBoundingBox/gmd:eastBoundLongitude/gco:Decimal,""
OLI,ISO,oli_aeri.xml,Email,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress//*,""
OLI,ISO,oli_aeri.xml,Email,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress//*,""
OLI,ISO,oli_aeri.xml,Email,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress//*,""
OLI,ISO,oli_aeri.xml,Email,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress//*,""
OLI,ISO,oli_aeri.xml,Email,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress//*,""
OLI,ISO,oli_aeri.xml,Email,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress//*,""
OLI,ISO,oli_aeri.xml,Email,//gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress//*,"armarchive@ornl.gov"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Atmospheric State > surface meteorology > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Atmospheric State > upper air state > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Atmospheric State > upper air state > Atmospheric temperature"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Radiometric > longwave spectral > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Atmospheric State > surface meteorology > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Atmospheric State > upper air state > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Atmospheric State > surface meteorology > Atmospheric temperature"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Radiometric > longwave spectral > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Atmospheric State > surface meteorology > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Atmospheric State > upper air state > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword//*,"Radiometric > longwave spectral > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Enumerated Domain Value Definition Source,/gmi:MI_Metadata/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:thesaurusName/gmd:CI_Citation/gmd:title//*,"IASOA Vocabulary"
OLI,ISO,oli_aeri.xml,First Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Brian, Ermold"
OLI,ISO,oli_aeri.xml,First Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Krista, Gaustad"
OLI,ISO,oli_aeri.xml,First Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Annette, Koontz"
OLI,ISO,oli_aeri.xml,First Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Raymond, Garcia"
OLI,ISO,oli_aeri.xml,First Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Denny, Hackel"
OLI,ISO,oli_aeri.xml,First Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Jonathan, Gero"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > surface meteorology > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > upper air state > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > upper air state > Atmospheric temperature"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Radiometric > longwave spectral > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > surface meteorology > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > upper air state > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > surface meteorology > Atmospheric temperature"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Radiometric > longwave spectral > Longwave spectral brightness temperature"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > surface meteorology > Atmospheric moisture"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Atmospheric State > upper air state > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Keyword,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:keyword,"Radiometric > longwave spectral > Longwave spectral radiance"
OLI,ISO,oli_aeri.xml,Keyword Type,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:type/gmd:MD_KeywordTypeCode,"theme"
OLI,ISO,oli_aeri.xml,Keyword Vocabulary,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:thesaurusName,"IASOA Vocabulary 2013-08-20 revision ARM DATA CENTER originator"
OLI,ISO,oli_aeri.xml,Keyword Vocabulary Citation,/*/gmd:identificationInfo/*/gmd:descriptiveKeywords/gmd:MD_Keywords/gmd:thesaurusName/gmd:CI_Citation,"IASOA Vocabulary 2013-08-20 revision ARM DATA CENTER originator"
OLI,ISO,oli_aeri.xml,Last Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Brian, Ermold"
OLI,ISO,oli_aeri.xml,Last Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Krista, Gaustad"
OLI,ISO,oli_aeri.xml,Last Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Annette, Koontz"
OLI,ISO,oli_aeri.xml,Last Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Raymond, Garcia"
OLI,ISO,oli_aeri.xml,Last Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Denny, Hackel"
OLI,ISO,oli_aeri.xml,Last Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Jonathan, Gero"
OLI,ISO,oli_aeri.xml,Lineage Scope,/*/gmd:dataQualityInfo/gmd:DQ_DataQuality/gmd:lineage/gmd:LI_Lineage/gmd:statement//*,"Data Quality Reports (DQR) are available at the ARM archive."
OLI,ISO,oli_aeri.xml,Lineage Statement,/*/gmd:dataQualityInfo/gmd:DQ_DataQuality/gmd:lineage/gmd:LI_Lineage/gmd:statement//*,"Data Quality Reports (DQR) are available at the ARM archive."
OLI,ISO,oli_aeri.xml,Metadata Access Constraints,/*/gmd:identificationInfo/*/gmd:resourceConstraints/gmd:MD_LegalConstraints/gmd:accessConstraints/gmd:MD_RestrictionCode,"Free Registration Required"
OLI,ISO,oli_aeri.xml,Metadata Contact,/*/gmd:contact,"ARM Archive User Services distributor armarchive@ornl.gov 1-888-ARM-DATA http://www.archive.arm.gov/ http://www.arm.gov/ The Archive Data Discovery User Interface, featuring filtered and faceted search logic, multi-pass data selection, filtering data based on data quality, graphical views of data quality and availability, direct access to data quality re ports, and data plots. It allows users to select and order ARM data. information armarchive@ornl.gov 1-888-ARM-DATA http://www.archive.arm.gov/ http://www.arm.gov/ ARM Data Center Custodian"
OLI,ISO,oli_aeri.xml,Metadata Dates,/*/gmd:dateStamp/gco:Date,"20160727"
OLI,ISO,oli_aeri.xml,Metadata Identifier,/*/gmd:fileIdentifier//*,"gov.doe.arm.oli.aeri"
OLI,ISO,oli_aeri.xml,Metadata Language,/*/gmd:language//*,"en"
OLI,ISO,oli_aeri.xml,Metadata Modified Date,/*/gmd:dateStamp/gco:Date,"20160727"
OLI,ISO,oli_aeri.xml,Metadata Standard Citation,/*/gmd:metadataStandardName,"ISO 19115-2 Geographic Information - Metadata - Part 2: Extensions for Imagery and Gridded Data"
OLI,ISO,oli_aeri.xml,Metadata Standard Version,/*/gmd:metadataStandardVersion,"ISO 19115-2:2009(E)"
OLI,ISO,oli_aeri.xml,Middle Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Brian, Ermold"
OLI,ISO,oli_aeri.xml,Middle Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Krista, Gaustad"
OLI,ISO,oli_aeri.xml,Middle Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Annette, Koontz"
OLI,ISO,oli_aeri.xml,Middle Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Raymond, Garcia"
OLI,ISO,oli_aeri.xml,Middle Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Denny, Hackel"
OLI,ISO,oli_aeri.xml,Middle Name,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Jonathan, Gero"
OLI,ISO,oli_aeri.xml,Online Resource Description,//gmd:CI_OnlineResource/gmd:description//*,"The Archive Data Discovery User Interface, featuring filtered and faceted search logic, multi-pass data selection, filtering data based on data quality, graphical views of data quality and availability, direct access to data quality re ports, and data plots. It allows users to select and order ARM data."
OLI,ISO,oli_aeri.xml,Online Resource Description,//gmd:CI_OnlineResource/gmd:description//*,"ARM Data Center"
OLI,ISO,oli_aeri.xml,Online Resource Description,//gmd:CI_OnlineResource/gmd:description//*,"Data collected through the routine operations and scientific field experiments of the ARM Climate Research Facility are stored at and distributed through the Archive. These data are available free of charge to the public and can be acc essed through any of the interfaces below. Upon selection of an interface, a new window will ask you to sign in, or, if not already registered with the Archive, to complete the free and easy registration process."
OLI,ISO,oli_aeri.xml,Online Resource Description,//gmd:CI_OnlineResource/gmd:description//*,"The Archive Data Discovery User Interface, featuring filtered and faceted search logic, multi-pass data selection, filtering data based on data quality, graphical views of data quality and availability, direct access to data quality re ports, and data plots. It allows users to select and order ARM data."
OLI,ISO,oli_aeri.xml,Online Resource Name/Title,//gmd:CI_OnlineResource/gmd:name//*,"http://www.arm.gov/"
OLI,ISO,oli_aeri.xml,Online Resource Name/Title,//gmd:CI_OnlineResource/gmd:name//*,"http://www.arm.gov/"
OLI,ISO,oli_aeri.xml,Online Resource Name/Title,//gmd:CI_OnlineResource/gmd:name//*,"ARM Archive User Services"
OLI,ISO,oli_aeri.xml,Online Resource Name/Title,//gmd:CI_OnlineResource/gmd:name//*,"http://www.archive.arm.gov/"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"ARM Archive User Services"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"Pacific Northwest National Laboratory"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"Pacific Northwest National Laboratory"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"Pacific Northwest National Laboratory"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"University of Wisconsin"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"University of Wisconsin-Madison"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"University of Wisconsin"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"ARM DATA CENTER"
OLI,ISO,oli_aeri.xml,Organization Name,//gmd:CI_ResponsibleParty/gmd:organisationName//*,"ARM Archive User Services"
OLI,ISO,oli_aeri.xml,Party,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Brian, Ermold"
OLI,ISO,oli_aeri.xml,Party,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Krista, Gaustad"
OLI,ISO,oli_aeri.xml,Party,//gmd:CI_ResponsibleParty/gmd:individualName//*,"Annette, Koontz"
